X,Y,OBJECTID,DFGCONTROL,OESNUMBER,DATEOFINCI,TIMEOFINCI,INLANDMARI,SPECIFICLO,WATER,WATERWAY,LOCALECITY,LOCALECOUN,LATITUDE,LONGITUDE
-13038655.0205,3852570.3774,153,08FG3793,08-8590,2008/12/01 00:00:00+00,1515,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,154,08FG3734,08-8476,2008/11/26 00:00:00+00,0900,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,155,08FG3898,08-8829,2008/12/11 00:00:00+00,1015,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,156,08FG3849,08-8726,2008/12/06 00:00:00+00,1600,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,157,08FG2873,08-6355,2008/08/30 00:00:00+00,0930,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,158,08FG3533,08-7982,2008/11/05 00:00:00+00,0945,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,159,08FG3246,08-7231,2008/10/06 00:00:00+00,1000,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,160,08FG3280,08-7321,2008/10/09 00:00:00+00,1345,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038655.0205,3852570.3774,161,08FG2690,08-5935,2008/08/15 00:00:00+00,0700,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.677458,-117.128219
-13038689.0843,3853212.2134,162,08FG1600,08-3198,2008/05/02 00:00:00+00,0750,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.682311,-117.128525
-13038707.0073,3862000.3975,163,08FG2541,08-5588,2008/07/31 00:00:00+00,1715,Inland,Fresh Water,Yes,Storm drain catch basin,San Diego,San Diego,32.748733,-117.128686
-13038733.6127,3862252.5415,164,08FG0063,08-0078,2008/01/04 00:00:00+00,1245,Inland,Fresh Water,Yes,Storm Drain / Contained in storm drain,San Diego,San Diego,32.750638,-117.128925
-13038845.8222,3852961.9818,165,08FG3808,08-8623,2008/12/03 00:00:00+00,0430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.680419,-117.129933
-13038942.3357,3845478.2486,166,08FG3132,08-6982,2008/09/26 00:00:00+00,0839,Marine,Marine,Yes,San Diego Harbor,Coronado,San Diego,32.623816,-117.1308
-13038954.9153,3853470.7826,167,08FG2265,08-4932,2008/07/05 00:00:00+00,1300,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.684266,-117.130913
-13039128.7956,3839633.3018,168,08FG1703,08-3421,2008/05/11 00:00:00+00,1330,Marine,Marine,Yes,Pacific Ocean,Imperial Beach,San Diego,32.579583,-117.132475
-13039144.1579,3845335.7674,169,08FG2383,08-5224,2008/07/16 00:00:00+00,1736,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.622738,-117.132613
-13039198.8143,3819321.6271,170,08FG1944,08-3974,2008/06/03 00:00:00+00,1700,Marine,Marine,Yes,Shelter Island Lagoon,San Diego,San Diego,32.4257,-117.133104
-13039216.7368,3819997.8026,171,08FG1918,08-3918,2008/06/02 00:00:00+00,0700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.430827,-117.133265
-13039270.0609,3854375.7539,172,08FG3585,08-8102,2008/11/11 00:00:00+00,0820,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691108,-117.133744
-13039278.7442,3861965.058,173,08FG1143,08-2192,2008/03/18 00:00:00+00,1559,Inland,Fresh Water,Yes,storm drain,San Diego,San Diego,32.748466,-117.133822
-13039293.2149,3846443.941,174,08FG3700,08-8411,2008/11/24 00:00:00+00,1030,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.631122,-117.133952
-13039313.9209,3856878.8724,175,08FG3677,08-8344,2008/11/20 00:00:00+00,0808,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.71003,-117.134138
-13039317.0373,3846442.4871,176,08FG3929,08-8894,2008/12/14 00:00:00+00,1030,Marine,Marine,Yes,Marina,Coronado,San Diego,32.631111,-117.134166
-13039515.4069,3817395.3902,177,08FG0926,08-1631,2008/02/26 00:00:00+00,0700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.411093,-117.135948
-13039566.8387,3854110.1545,178,08FG1057,08-1993,2008/03/12 00:00:00+00,1028,Marine,Marine,Yes, ,San Diego,San Diego,32.6891,-117.13641
-13039646.0973,3839627.0927,179,08FG2143,08-4449,2008/06/22 00:00:00+00,1610,Marine,Marine,Yes,Pacific Ocean Imperial Beach,Imperial Beach,San Diego,32.579536,-117.137122
-13039958.3494,3854208.1662,180,08FG2121,08-4381,2008/06/20 00:00:00+00,0930,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.689841,-117.139927
-13040028.258,3853824.9856,181,08FG3214,08-7175,2008/10/04 00:00:00+00,0645,Marine,Marine,Yes,Pier off of San Diego Bay,San Diego,San Diego,32.686944,-117.140555
-13040028.258,3853824.9856,182,08FG3215,08-7176,2008/10/04 00:00:00+00,0250,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.686944,-117.140555
-13040059.2047,3850004.5721,183,08FG0031,08-0012,2008/01/02 00:00:00+00,0700,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.658055,-117.140833
-13040268.8195,3854529.3228,184,08FG3396,08-7658,2008/10/23 00:00:00+00,1120,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.692269,-117.142716
-13040380.8074,3862089.7392,185,08FG1228,08-2352,2008/03/26 00:00:00+00,1237,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.749408,-117.143722
-13040385.1485,3854679.19,186,08FG2911,08-6445,2008/09/03 00:00:00+00,0853,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.693402,-117.143761
-13040399.2861,3856580.8038,187,08FG0968,08-1771,2008/03/03 00:00:00+00,0841,Marine,Marine,Yes,Pacific Ocean/San Diego Bay,San Diego,San Diego,32.707777,-117.143888
-13040453.1647,3854638.846,188,08FG3708,08-8434,2008/11/25 00:00:00+00,0945,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.693097,-117.144372
-13040478.5434,3819080.2863,189,08FG2043,08-4200,2008/06/13 00:00:00+00,0830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.42387,-117.1446
-13040484.3341,3854575.4865,190,08FG0751,08-1293,2008/02/13 00:00:00+00,0922,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.692618,-117.144652
-13040492.9057,3854687.6556,191,08FG0778,08-1354,2008/02/14 00:00:00+00,1920,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.693466,-117.144729
-13040494.9094,3854817.8156,192,08FG3304,08-7377,2008/10/13 00:00:00+00,0740,Marine,Marine,Yes,"San Diego Bay, Tributary of Pacific Ocean",San Diego,San Diego,32.69445,-117.144747
-13040523.0733,3854573.1055,193,08FG0636,08-1056,2008/02/04 00:00:00+00,0715,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.6926,-117.145
-13040580.8481,3854505.778,194,08FG0959,08-1750,2008/03/01 00:00:00+00,1200,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.692091,-117.145519
-13040682.5941,3854435.8055,195,08FG1516,08-3021,2008/04/24 00:00:00+00,1205,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691562,-117.146433
-13040682.5941,3854435.8055,196,08FG1036,08-1937,2008/03/09 00:00:00+00,1700,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.691562,-117.146433
-13040689.3847,3854644.6662,197,08FG0253,08-0405,2008/01/13 00:00:00+00,1455,Marine,Marine,Yes,Secured area adjacent to San Diego Bay,San Diego,San Diego,32.693141,-117.146494
-13040781.0006,3854686.5974,198,08FG1028,08-1918,2008/03/09 00:00:00+00,2000,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.693458,-117.147317
-13040869.9446,3848805.5007,199,08FG1015,08-1892,2008/03/07 00:00:00+00,1100,Inland,Fresh Water,Yes,Storm drain,Coronado,San Diego,32.648986,-117.148116
-13040926.8292,3855453.4239,200,08FG2662,08-5875,2008/08/13 00:00:00+00,0920,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.699255,-117.148627
-13040944.7516,3854642.5497,201,08FG1218,08-2334,2008/03/26 00:00:00+00,0845,Marine,Marine,Yes,San Diego bay,San Diego,San Diego,32.693125,-117.148788
-13041133.4404,3891287.8499,202,08FG2571,08-5653,2008/08/04 00:00:00+00,0741,Inland,Fresh Water,Yes,Mcgonigle Creek to Carmel Valley Deer Canyon Creek,San Diego,San Diego,32.969733,-117.150483
-13041489.9948,3858121.5009,203,08FG0648,08-1077,2008/02/04 00:00:00+00,1531,Inland,Fresh Water,Yes,Unknown,San Diego,San Diego,32.719422,-117.153686
-13041531.4169,4035857.2904,204,08FG0483,08-0801,2008/01/27 00:00:00+00,1220,Inland,Fresh Water,Yes,Cajon Wash,San Bernardino,San Bernardino,34.052522,-117.154058
-13041730.2222,3856818.9405,205,08FG4016,08-9085,2008/12/22 00:00:00+00,1130,Inland,Fresh Water,Yes,"Storm Drain, runs to San Diego Bay",San Diego,San Diego,32.709577,-117.155844
-13042107.8179,3855751.8608,206,08FG2212,08-4812,2008/06/30 00:00:00+00,0843,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.701511,-117.159236
-13042139.6554,3857674.5523,207,08FG2215,08-4816,2008/06/30 00:00:00+00,0930,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.716044,-117.159522
-13042232.0572,3963090.1518,208,08FG2890,08-6384,2008/09/01 00:00:00+00,0951,Inland,Fresh Water,Yes,Murrieta Creek,Temecula,Riverside,33.509208,-117.160352
-13042247.1897,3852338.1451,209,08FG2564,08-5643,2008/08/01 00:00:00+00,0730,Marine,Marine,Yes,San Diego Harbor,Coronado,San Diego,32.675702,-117.160488
-13042247.1897,3852338.1451,210,08FG0319,08-0545,2008/01/18 00:00:00+00,0540,Inland,Fresh Water,Yes,San Diego Bay,Coronado,San Diego,32.675702,-117.160488
-13042249.9728,3854133.9627,211,08FG1412,08-2765,2008/04/13 00:00:00+00,1730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.68928,-117.160513
-13042264.8898,3856009.4275,212,08FG0569,08-0945,2008/01/31 00:00:00+00,1011,Marine,Marine,Yes,San Diego Commercial Basin,San Diego,San Diego,32.703458,-117.160647
-13042284.0368,3858106.8141,213,08FG3038,08-6762,2008/09/16 00:00:00+00,0900,Inland,Fresh Water,Yes,Storm Drain,San Diego,San Diego,32.719311,-117.160819
-13042347.3773,3852643.1159,214,08FG1989,08-4088,2008/06/08 00:00:00+00,0730,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.678008,-117.161388
-13042351.7188,3852793.7527,215,08FG2104,08-4337,2008/06/18 00:00:00+00,1610,Marine,Marine,Yes,Glorietta Bay,San Diego,San Diego,32.679147,-117.161427
-13042422.2956,3856574.1888,216,08FG1020,08-1906,2008/03/08 00:00:00+00,0920,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.707727,-117.162061
-13042545.4147,3852383.9034,217,08FG2154,08-4480,2008/06/23 00:00:00+00,1614,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.676048,-117.163167
-13042561.8886,3829771.8922,218,08FG2851,08-6313,2008/08/28 00:00:00+00,1500,Marine,Marine,Yes,Pacific Ocean,La Jolla,San Diego,32.504905,-117.163315
-13042576.9181,3852295.9576,219,08FG2907,08-6441,2008/09/03 00:00:00+00,0855,Marine,Marine,Yes,Glorietta Bay,San Diego,San Diego,32.675383,-117.16345
-13042643.9328,3856194.2387,220,08FG1916,08-3916,2008/06/02 00:00:00+00,0140,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704855,-117.164052
-13042677.1059,3856323.2246,221,08FG1266,08-2447,2008/03/31 00:00:00+00,0906,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.70583,-117.16435
-13042742.0052,3856769.7251,222,08FG3985,08-9021,2008/12/19 00:00:00+00,1030,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709205,-117.164933
-13042763.0446,3856432.3676,223,08FG1628,08-3252,2008/05/05 00:00:00+00,0710,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.706655,-117.165122
-13042766.7182,3856785.601,224,08FG2409,08-5293,2008/07/19 00:00:00+00,1720,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.7182,3856785.601,225,08FG3552,08-8043,2008/11/07 00:00:00+00,1429,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.7182,3856785.601,226,08FG3126,08-6969,2008/09/25 00:00:00+00,1501,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.7182,3856785.601,227,08FG3464,08-7808,2008/10/29 00:00:00+00,1800,Marine,Marine,Yes,SAN DIEGO HARBOR,San Diego,San Diego,32.709325,-117.165155
-13042766.7182,3856785.601,228,08FG3425,08-7721,2008/10/26 00:00:00+00,1340,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.709325,-117.165155
-13042766.7182,3856785.601,229,08FG2177,08-4546,2008/06/25 00:00:00+00,2100,Marine,Marine,Yes,pacific ocean,San Diego,San Diego,32.709325,-117.165155
-13042832.9532,3856626.8431,230,08FG1527,08-3046,2008/04/25 00:00:00+00,1400,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.708125,-117.16575
-13042883.047,3856425.3559,231,08FG1215,08-2331,2008/03/26 00:00:00+00,0720,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.706602,-117.1662
-13042896.9619,3856728.5801,232,08FG4103,08-9269,2008/12/31 00:00:00+00,0759,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.708894,-117.166325
-13042926.2523,4062837.0641,233,08FG1006,08-1867,2008/03/06 00:00:00+00,1000,Inland,Fresh Water,Yes,"Cumberland Creek, tributary to Lake Arrowhead.",Lake Arrowhead,San Bernardino,34.253088,-117.166588
-13042972.1025,3854850.8847,234,08FG1190,08-2275,2008/03/24 00:00:00+00,0740,Marine,Marine,Yes,Marina of San Diego Bay,San Diego,San Diego,32.6947,-117.167
-13043006.723,3856564.002,235,08FG0600,08-0988,2008/02/01 00:00:00+00,1040,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.70765,-117.167311
-13043040.6755,3856117.7738,236,08FG2746,08-6052,2008/08/19 00:00:00+00,0840,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.704277,-117.167616
-13043082.4203,3856589.6676,237,08FG0220,08-0336,2008/01/09 00:00:00+00,2249,Marine,Marine,Yes,Marriott Marina,San Diego,San Diego,32.707844,-117.167991
-13043143.9806,3866413.497,238,08FG0947,08-1727,2008/02/29 00:00:00+00,0952,Marine,Marine,Yes,Pacific Ocean,San Diego,San Diego,32.782069,-117.168544
-13043186.9496,3861537.8164,239,08FG0699,08-1192,2008/02/08 00:00:00+00,0820,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.745238,-117.16893
-13043233.9299,3918686.7677,240,08FG2165,08-4500,2008/06/24 00:00:00+00,0945,Inland,Fresh Water,Yes,Unknown Creek,San Marcos,San Diego,33.175983,-117.169352
-13043553.9698,3857299.7265,241,08FG4098,08-9259,2008/12/30 00:00:00+00,1500,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.713211,-117.172227
-13043596.3822,3852749.3153,242,08FG2267,08-4935,2008/07/05 00:00:00+00,1500,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.678811,-117.172608
-13043738.8712,3852428.8683,243,08FG3227,08-7195,2008/10/05 00:00:00+00,0730,Marine,Marine,Yes,Pacific Ocean,Coronado,San Diego,32.676388,-117.173888
-13043814.5685,3852809.4909,244,08FG1520,08-3028,2008/04/24 00:00:00+00,1605,Marine,Marine,Yes,Gloreita Marina,Coronado,San Diego,32.679266,-117.174568
-13043893.4942,3857389.2972,245,08FG1368,08-2670,2008/04/09 00:00:00+00,1021,Marine,Marine,Yes,San Diego Mariott Marina,San Diego,San Diego,32.713888,-117.175277
-13043903.0675,3852825.3615,246,08FG4089,08-9237,2008/12/30 00:00:00+00,0630,Marine,Marine,Yes,Glorietta Bay / San Diego Bay,Coronado,San Diego,32.679386,-117.175363
-13043909.6357,3857950.5522,247,08FG2629,08-5790,2008/08/10 00:00:00+00,1035,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.71813,-117.175422
-13043924.4543,4062565.1521,248,08FG2153,08-4477,2008/06/23 00:00:00+00,1200,Inland,Fresh Water,Yes,Orchard Creek which leads to Orchard Bay in Lake A,Lake Arrowhead,San Bernardino,34.251069,-117.175555
-13043993.6819,3857986.2765,249,08FG0166,08-0242,2008/01/07 00:00:00+00,1242,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.7184,-117.176177
-13044065.149,3857901.3322,250,08FG1415,08-2774,2008/04/14 00:00:00+00,0650,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.717758,-117.176819
-13044185.4854,3858819.8753,251,08FG1060,08-1997,2008/03/12 00:00:00+00,1100,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.7247,-117.1779
-13044358.5874,3861726.1554,252,08FG3534,08-7984,2008/11/05 00:00:00+00,1435,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.746661,-117.179455
-13044358.81,3859168.2841,253,08FG1030,08-1923,2008/03/09 00:00:00+00,0830,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727333,-117.179457
-13044388.3096,3858161.195,254,08FG1495,08-2968,2008/04/22 00:00:00+00,1040,Marine,Marine,Yes,Shelter Island Basin,San Diego,San Diego,32.719722,-117.179722
-13044467.1238,3859184.4279,255,08FG3667,08-8306,2008/11/19 00:00:00+00,0630,Inland,Fresh Water,Yes,San Diego Harbor,San Diego,San Diego,32.727455,-117.18043
-13044467.1238,3859184.4279,256,08FG3984,08-9020,2008/12/19 00:00:00+00,1015,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.18043
-13044467.1238,3859184.4279,257,08FG3789,08-8578,2008/12/01 00:00:00+00,0945,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.727455,-117.18043
-13044467.1238,3859184.4279,258,08FG1364,08-2665,2008/04/09 00:00:00+00,0851,Marine,Marine,Yes,COAST GUARD SECTOR SAN DIEGO PIER,San Diego,San Diego,32.727455,-117.18043
-13044467.1238,3859184.4279,259,08FG2889,08-6383,2008/09/01 00:00:00+00,0800,Marine,Marine,Yes,Mission Bay,San Diego,San Diego,32.727455,-117.18043
-13044467.1238,3859184.4279,260,08FG2302,08-5014,2008/07/09 00:00:00+00,1100,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.18043
-13044468.3483,3859184.4279,261,08FG1088,08-2073,2008/03/14 00:00:00+00,1800,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.727455,-117.180441
-13044520.8924,3880243.8725,262,08FG2305,08-5028,2008/07/02 00:00:00+00,2000,Inland,Fresh Water,Yes,Storm drain,San Diego,San Diego,32.886461,-117.180913
-13044653.918,3859001.8193,263,08FG3830,08-8688,2008/12/04 00:00:00+00,1430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726075,-117.182108
-13044728.1678,3856133.6487,264,08FG1558,08-3108,2008/04/29 00:00:00+00,0750,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.1678,3856133.6487,265,08FG0820,08-1444,2008/02/20 00:00:00+00,0526,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.1678,3856133.6487,266,08FG2760,08-6086,2008/08/20 00:00:00+00,1430,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044728.1678,3856133.6487,267,08FG3435,08-7738,2008/10/27 00:00:00+00,1020,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.704397,-117.182775
-13044971.1798,3879117.4065,268,08FG1502,08-2980,2008/04/22 00:00:00+00,1000,Inland,Fresh Water,Yes,Storm Drain-Drains into a canyon unknown if any wa,San Diego,San Diego,32.877963,-117.184958
-13044972.7369,3856240.9379,269,08FG0264,08-0427,2008/01/14 00:00:00+00,1300,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.705208,-117.184972
-13045353.0043,3857094.2586,270,08FG0165,08-0241,2008/01/07 00:00:00+00,1200,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.711658,-117.188388
-13045404.9906,3857213.9931,271,08FG2132,08-4422,2008/06/21 00:00:00+00,1054,Marine,Marine,Yes,San Diego Bay,Coronado,San Diego,32.712563,-117.188855
-13045459.7599,3859393.9018,272,08FG1119,08-2129,2008/03/18 00:00:00+00,0414,Inland,Fresh Water,Yes,San Diego Bay,San Diego,San Diego,32.729038,-117.189347
-13045467.4409,3859451.994,273,08FG3474,08-7830,2008/10/30 00:00:00+00,1919,Marine,Marine,Yes,Storm Drain/ San Diego Bay,San Diego,San Diego,32.729477,-117.189416
-13045502.7292,3857299.991,274,08FG0491,08-0812,2008/01/28 00:00:00+00,0010,Inland,Fresh Water,Yes,San Diego Bay,Coronado,San Diego,32.713213,-117.189733
-13045625.5145,3856923.325,275,08FG1525,08-3040,2008/04/25 00:00:00+00,0930,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.710366,-117.190836
-13045662.5891,3941160.981,276,08FG3059,08-6808,2008/09/18 00:00:00+00,0000,Inland,Fresh Water,Yes,Storm Drain,Fallbrook,San Diego,33.3448,-117.191169
-13045723.8097,3859006.5829,277,08FG3532,08-7980,2008/11/05 00:00:00+00,1340,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.726111,-117.191719
-13045770.23,3858953.2565,278,08FG3010,08-6690,2008/09/12 00:00:00+00,1430,Marine,Marine,Yes, ,San Diego,San Diego,32.725708,-117.192136
-13045925.4224,4062321.2583,279,08FG1627,08-3248,2008/05/04 00:00:00+00,1830,Inland,Fresh Water,Yes,Grass Valley Creek,Lake Arrowhead,San Bernardino,34.249258,-117.19353
-13045997.4331,3859353.9386,280,08FG4050,08-9147,2008/12/26 00:00:00+00,0701,Marine,Marine,Yes,San Diego Harbor,San Diego,San Diego,32.728736,-117.194177
-13046084.0398,3859053.558,281,08FG1734,08-3491,2008/05/14 00:00:00+00,0625,Marine,Marine,Yes,THE MARINA ACROSS FROM SHERETON BAY TOWERS.,San Diego,San Diego,32.726466,-117.194955
-13046341.9801,4062718.1437,282,08FG2251,08-4896,2008/07/02 00:00:00+00,1700,Inland,Fresh Water,Yes,Lake Arrowhead,Lake Arrowhead,San Bernardino,34.252205,-117.197272
-13046550.6911,3859455.6992,283,08FG2333,08-5101,2008/07/11 00:00:00+00,1620,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.729505,-117.199147
-13046678.0406,3859086.2422,284,08FG0867,08-1532,2008/02/23 00:00:00+00,1530,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726713,-117.200291
-13046743.2738,3859069.437,285,08FG3496,08-7885,2008/11/02 00:00:00+00,1205,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726586,-117.200877
-13046743.2738,3859069.437,286,08FG3019,08-6714,2008/09/14 00:00:00+00,0530,Marine,Marine,Yes,San Diego Bay,San Diego,San Diego,32.726586,-117.200877
-13046743.2738,3859069.437,287,08FG3856,08-8735,2008/12/07 00:00:00+00,1000,Marine,Marine,Yes,Harbor Island`,Unincorporated county area,San Diego,32.726586,-117.200877
